,lemma
9796,Kennelly
9797,Ernst Werner von Siemens
9798,Siemens
9799,Karl Wilhelm Siemens
9800,Sir Charles William Siemens
9801,inhinyerong pangtubig
9802,inhinyerong mekanikal
9803,tribologist
9804,metallurgical engineer
9805,Bessemer
9806,Sir Henry Bessemer
9807,inhinyero sa minahan
9808,taga-code
9809,cracker
9810,hacker
9811,cyber-terrorist
9812,inhinyero sa mga kuwitis
9813,Braun
9814,Wernher Magnus Maximilian von Braun
9815,Wernher von Braun
9816,von Braun
9817,surveyor
9818,lineman
9819,locater
9820,Diesel
9821,Rudolf Christian Karl Diesel
9822,Rudolf Diesel
9823,Bryan Donkin
9824,Donkin
9825,Alexandre Gustave Eiffel
9826,Eiffel
9827,Buckminster Fuller
9828,Fuller
9829,R. Buckminster Fuller
9830,Richard Buckminster Fuller
9831,Buckminster_Fuller
9832,R._Buckminster_Fuller
9833,Richard_Buckminster_Fuller
9834,George Washington Goethals
9835,Goethals
9836,Charles Franklin Kettering
9837,Charles Kettering
9838,Kettering
9839,John Augustus Roebling
9840,John Roebling
9841,Roebling
9842,Claude E. Shannon
9843,Claude Elwood Shannon
9844,Claude Shannon
9845,Shannon
9846,Richard Trevithick
9847,Trevithick
9848,manlilikha
9849,Behrens
9850,Peter Behrens
9851,Berlage
9852,Hendrik Petrus Berlage
9853,Bramante
9854,Donato Bramante
9855,Donato d'Agnolo Bramante
9856,Breuer
9857,Marcel Lajos Breuer
9858,Brunelleschi
9859,Filippo Brunelleschi
9860,Bullfinch
9861,Charles Bullfinch
9862,Burnham
9863,Daniel Hudson_Burnham
9864,Butterfield
9865,William Butterfield
9866,Carrere
9867,John Merven Carrere
9868,Chambers
9869,Sir William Chambers
9870,William Chambers
9871,Delorme
9872,Philibert Delorme
9873,Philibert de l'Orme
9874,de l'Orme
9875,Alexis Carrel
9876,Carrel
9877,De Bakey
9878,Michael Ellis De Bakey
9879,Gorgas
9880,William Crawford Gorgas
9881,James Parkinson
9882,Parkinson
9883,Abel
9884,Niels Abel
9885,Niels Henrik Abel
9886,Al-Hasan ibn al-Haytham
9887,Alhacen
9888,Alhazen
9889,Ibn al-Haytham
9890,al-Haytham
9891,Boole
9892,George Boole
9893,Condorcet
9894,Marie Jean Antoine Nicolas Caritat
9895,Marquis de Condorcet
9896,Diophantus
9897,Fermat
9898,Pierre de Fermat
9899,Baron Jean Baptiste Joseph Fourier
9900,Fourier
9901,Jean Baptiste Joseph Fourier
9902,charles fourier
9903,francois marie charles fourier
9904,Evariste Galois
9905,Galois
9906,Godel
9907,Kurt Godel
9908,Hamilton
9909,Sir William Rowan Hamilton
9910,William Rowan Hamilton
9911,Alexander Hamilton
9912,Hero
9913,Hero of Alexandria
9914,Heron
9915,David Hilbert
9916,Hilbert
9917,Jacobi
9918,Karl Gustav Jacob Jacobi
9919,Felix Klein
9920,Klein
9921,Kronecker
9922,Leopold Kronecker
9923,Gottfried Wilhelm Leibnitz
9924,Gottfried Wilhelm Leibniz
9925,Leibnitz
9926,Leibniz
9927,Lobachevsky
9928,Nikolai Ivanovich Lobachevsky
9929,Benoit Mandelbrot
9930,Mandelbrot
9931,Andre Markoff
9932,Andrei Markov
9933,Markoff
9934,Markov
9935,Hermann Minkowski
9936,Minkowski
9937,August F. Mobius
9938,August Ferdinand Mobius
9939,Mobius
9940,John Napier
9941,Napier
9942,Emmy Noether
9943,Noether
9944,Bernhard Riemann
9945,Georg Friedrich Bernhard Riemann
9946,Riemann
9947,Oswald Veblen
9948,Veblen
9949,thorstein bunde veblen
9950,thorstein veblen
9951,Paul Vernier
9952,Vernier
9953,Andre Weil
9954,Weil
9955,Alfred North Whitehead
9956,Whitehead
9957,Norbert Wiener
9958,Wiener
9959,Romanoff
9960,Romanov
9961,Francis Joseph
9962,Francis Joseph I
9963,Franz Josef I
9964,Franz Joseph
9965,Genghis Khan
9966,Jenghiz Khan
9967,Jinghis Khan
9968,Temujin
9969,Haile Selassie
9970,Ras Tafari
9971,Ras Tafari Makonnen
9972,Hirohito
9973,Michinomiya Hirohito
9974,Justinian
9975,Justinian I
9976,Justinian the Great
9977,Kubla Khan
9978,Kublai Kaan
9979,Kublai Khan
9980,Meiji Tenno
9981,Mutsuhito
9982,Montezuma II
9983,Charles Louis Napoleon Bonaparte
9984,Emperor Napoleon III
9985,Napoleon III
9986,Ch'in Shih Huang Ti
9987,Qin Shi Huang Ti
9988,Shah Jahan
9989,Feifer
9990,Jules Feifer
9991,Goldberg
9992,Reuben Lucius Goldberg
9993,Rube Goldberg
9994,David Low
9995,Low
9996,Sir David Alexander Cecil Low
9997,Sir David Low
9998,Bill Mauldin
9999,Mauldin
10000,William Henry Mauldin
10001,Charles M. Schulz
10002,Charles Munroe Schulz
10003,Charles Schulz
10004,Schulz
10005,Saul Steinberg
10006,Steinberg
10007,Sir John Tenniel
10008,Tenniel
10009,James Grover Thurber
10010,James Thurber
10011,Thurber
10012,abocclusion
10013,abruptio placentae
10014,achlorhydria
10015,acholia
10016,cholestasis
10017,achylia
10018,achylia gastrica
10019,acute brain disorder
10020,acute organic brain syndrome
10021,ailment
10022,complaint
10023,ill
10024,bladder disorder
10025,cardiovascular disease
10026,cheilosis
10027,perleche
10028,choking
10029,colpoxerosis
10030,degenerative disorder
10031,dysaphia
10032,dysosmia
10033,olfactory impairment
10034,parosamia
10035,dysphagia
10036,dysuria
10037,failure
10038,fantods
10039,adenosis
10040,gland disease
10041,glandular disease
10042,glandular disorder
10043,hyperactivity
10044,impacted tooth
10045,impaction
10046,learning disability
10047,learning disorder
10048,malocclusion
10049,idiopathic disease
10050,idiopathic disorder
10051,idiopathy
10052,disturbance
10053,folie
10054,mental disorder
10055,mental disturbance
10056,psychological disorder
10057,metabolic disorder
10058,nervous disorder
10059,neurological disease
10060,neurological disorder
10061,hydrocele
10062,sleep disorder
10063,strangulation
10064,haematocolpometra
10065,hematocolpometra
10066,haematocolpos
10067,hematocolpos
10068,defect of speech
10069,speech defect
10070,speech disorder
10071,psilosis
10072,sprue
10073,tropical sprue
10074,arkitekto ng tanawin
10075,hardinero ng tanawin
10076,pintor ng tanwin
10077,1 Chronicles
10078,1 Esdras
10079,1 Kings
10080,1 Maccabees
10081,1 Samuel
10082,2 Chronicles
10083,2 Esdras
10084,2 Kings
10085,2 Maccabees
10086,2 Samuel
10087,A-list
10088,Abdias
10089,Acts of the Apostles
10090,Additions to Esther
10091,Adi Granth
10092,Aeneid
10093,Aesop's fables
10094,Aggeus
10095,Book_of_Haggai
10096,Haggai
10097,Alcaic
10098,Alexandrine
10099,Amos
10100,Book of Amos
10101,Apocalypse
10102,Apocrypha
10103,Arabian Nights
10104,Atharva-Veda
10105,Augsburg Confession
10106,Ave Maria
10107,Avesta
10108,Ayurveda
10109,Beatitude
10110,Bel and the Dragon
10111,Ben Sira
10112,Bill of Rights
10113,Book of Daniel
10114,Book of Deuteronomy
10115,Book of Ecclesiastes
10116,Goofy
10117,Cinderella
10118,Tarzan
10119,Aladdin
10120,Pluto
10121,Pocahontas
10122,bayologist
10123,kemist
10124,pisisist
10125,astronomer
10126,anatomista
10127,agronomista
10128,botanista
10129,cytologist
10130,epidemiologist
10131,ethologist
10132,geneticist
10133,geologist
10134,geographer
10135,meteorologist
10136,microbiologist
10137,paleontologist
10138,palaeontologist
10139,fossilist
10140,seismologist
10141,arkeyologist
10142,astrophysicists
10143,biophysicist
10144,entomolohista
10145,ekolohista
10146,herpetologist
10147,ichthyologists
10148,immunologist
10149,lepidopterist
10150,mycologist
10151,neuroscientist
10152,ornithologist
10153,patolohista
10154,pharmacologist
10155,physiologist
10156,zoologist
10157,bayokemist
10158,haydrolohista
10159,limnohista
10160,mineralohista
10161,statistiko
10162,pilosopo
10163,antropolohista
10164,kriminologist
10165,demogrista
10166,ekonomista
10167,sosyolohista
10168,American Revised Version
10169,Authorized Version
10170,Koran
10171,Book of Common Prayer
10172,Book of Mormon
10173,Book of Psalms
10174,Psalter
10175,Domesday Book
10176,Douay-Rheims Bible
10177,Gothic romance
10178,McGuffey Eclectic Readers
10179,New English Bible
10180,Oxford English Dictionary
10181,Revised Standard Version
10182,Talmud
10183,Vulgate
10184,album
10185,antiphonal
10186,appointment book
10187,baedeker
10188,bell book
10189,best seller
10190,bestiary
10191,bilingual dictionary
10192,blue book
10193,bodice ripper
10194,novel
10195,Houses of Parliament
10196,Petronas Towers
10197,Sears Tower
10198,Aladdin's lamp
10199,Americana
10200,Ark of the Covenant
10201,BB
10202,Boston rocker
10203,Calvary cross
10204,Composite order
10205,Cuban heel
10206,Davis Cup
10207,Dixie cup
10208,Dutch door
10209,French door
10210,French heel
10211,French roof
10212,French window
10213,Frisbee
10214,Gladstone
10215,William Ewart Gladstone
10216,William Gladstone
10217,Gothic arch
10218,Holy Grail
10219,Jerusalem cross
10220,Jolly Roger
10221,Kleenex
10222,Klein bottle
10223,Lake Mead
10224,Lake Powell
10225,Latin cross
10226,Lilo
10227,Mason jar
10228,Masonite
10229,Menorah
10230,Mobius strip
10231,Moorish arch
10232,Morris chair
10233,Post-Office box
10234,Pandora's box
10235,Cassius
10236,Cassius Longinus
10237,Gaius Cassius Longinus
10238,Arthur Neville Chamberlain
10239,Chamberlain
10240,Neville Chamberlain
10241,Chesterfield
10242,Fourth Earl of Chesterfield
10243,Philip Dormer Stanhope
10244,Cicero
10245,Marcus Tullius Cicero
10246,Tully
10247,Cincinnatus
10248,Lucius Quinctius Cincinnatus
10249,Clemenceau
10250,Georges Clemenceau
10251,Georges Eugene Benjamin Clemenceau
10252,Cosimo de Medici
10253,Cosimo the Elder
10254,Deng Xiaoping
10255,Teng Hsiao-ping
10256,Teng Hsiaoping
10257,Eamon de Valera
10258,de Valera
10259,Benjamin Disraeli
10260,Disraeli
10261,First Earl of Beaconsfield
10262,Charles James Fox
10263,Fox
10264,Gandhi
10265,Indira Gandhi
10266,Indira Nehru Gandhi
10267,Mrs. Gandhi
10268,Gorbachev
10269,Mikhail Gorbachev
10270,Mikhail Sergeyevich Gorbachev
10271,Ho Chi Minh
10272,Nguyen Tat Thanh
10273,Jinnah
10274,Muhammad Ali Jinnah
10275,Kalinin
10276,Mikhail Ivanovich Kalinin
10277,Mikhail Kalinin
10278,Kaunda
10279,Kenneth David Kaunda
10280,Kenneth Kaunda
10281,Jomo Kenyata
10282,Kenyata
10283,Aleksandr Feodorovich Kerensky
10284,Kerensky
10285,Khama
10286,Sir Seretse Khama
10287,Khrushchev
10288,Nikita Khrushchev
10289,Nikita Sergeyevich Khrushchev
10290,Fumimaro Konoe
10291,Fumimaro Konoye
10292,Konoe
10293,Konoye
10294,Prince Fumimaro Konoe
10295,Prince Fumimaro Konoye
10296,Kruger
10297,Oom Paul Kruger
10298,Stephanus Johannes Paulus Kruger
10299,Lorenzo de'Medici
10300,Lorenzo the Magnificent
10301,Machiavelli
10302,Niccolo Machiavelli
10303,John Major
10304,John R. Major
10305,John Roy Major
10306,Major
10307,Mandela
10308,Nelson Mandela
10309,Nelson Rolihlahla Mandela
10310,Golda Meir
10311,Meir
10312,Klemens Metternich
10313,Metternich
10314,Prince Klemens Wenzel Nepomuk Lothar von Metternich
10315,Francois Maurice Marie Mitterrand
10316,Francois Mitterrand
10317,Mitterrand
10318,Molotov
10319,Vyacheslav Mikhailovich Molotov
10320,Gouverneur Morris
10321,Morris
10322,Hosni Mubarak
10323,Mubarak
10324,Fridtjof Nansen
10325,Nansen
10326,Gamal Abdel Nasser
10327,Nasser
10328,Jawaharlal Nehru
10329,Nehru
10330,Frederick North
10331,North
10332,Second Earl of Guilford
10333,Daniel Ortega
10334,Daniel Ortega Saavedra
10335,Ortega
10336,Pericles
10337,Putin
10338,Vladimir Putin
10339,Vladimir Vladimirovich Putin
10340,Radhakrishnan
10341,Sarvepalli Radhakrishnan
10342,Sir Sarvepalli Radhakrishnan
10343,Armand Jean du Plessis
10344,Cardinal Richelieu
10345,Duc de Richelieu
10346,Richelieu
10347,Charles Watson-Wentworth
10348,Rockingham
10349,Second Marquis of Rockingham
10350,Anwar Sadat
10351,Anwar el-Sadat
10352,Sadat
10353,Helmut Heinrich Waldemar Schmidt
10354,Helmut Schmidt
10355,Schmidt
10356,Jan Christian Smuts
10357,Smuts
10358,Jan_Christian_Smuts
10359,Suharto
10360,Achmad Sukarno
10361,Sukarno
10362,Sun Yat-sen
10363,Sun Yixian
10364,Themistocles
10365,Charles Maurice de Talleyrand
10366,Talleyrand
10367,Ebanghelyo ayon kay Matthew
10368,Ebanghelyo ayon kay Mark
10369,Ebanghelyo ayon kay Luke
10370,Sulat sa mga Romano
10371,I Corinthians
10372,II Corinthians
10373,Sulat sa mga Galatian
10374,Sulat sa mga Ephesian
10375,Sulat sa mga Philippian
10376,Sulat ni Paul sa mga Colossian
10377,I Thessalonians
10378,II Thessalonians
10379,I Timothy
10380,II Timothy
10381,Sulat sa Titus
10382,Sulat sa Philemon
10383,Sulat sa mga Hebrew
10384,I Peter
10385,II Peter
10386,I John
10387,II John
10388,III John
10389,Sulat ni Jude
10390,ebanghelyo
10391,pag-angat
10392,muling pagbuhay
10393,Magi
10394,Armageddon
10395,Mammon
10396,Ananias
10397,Apostol
10398,Balthasar
10399,Caspar
10400,Joseph
10401,Melchior
10402,Alice Paul
10403,Philemon
10404,araw ng paghukom
10405,milenyo
10406,mekaniko
10407,motorista
10408,silinyador
10409,alternator
10410,auto accessory
10411,makina ng kotse
10412,busina
10413,backseat
10414,pamunggo
10415,bumper
10416,bus
10417,taksi
10418,upuan ng kotse
10419,bintana ng kotse
10420,compact
10421,convertible
10422,coupe
10423,cruiser
10424,kotseng de kuryente
10425,fender
10426,primera
10427,floorboard
10428,gas guzzler
10429,makinang de gasolina
10430,glove compartment
10431,grille
10432,hardtop
10433,hatchback
10434,tersera
10435,horseless carriage
10436,hot rod
10437,dyip
10438,limousine
10439,loaner
10440,trunk
10441,minicar
10442,minivan
10443,Model T
10444,pace car
10445,race car
10446,rear window
10447,reverse
10448,mapa
10449,roadster
10450,bubong
10451,running board
10452,sedan
10453,showroom
10454,spark lever
10455,sports car
10456,SUV
10457,anti sway bar
10458,Stanley Steamer
10459,stock car
10460,subcompact
10461,sunroof
10462,tailfin
10463,phaeton
10464,daluyan
10465,secondhand
10466,pasahero
10467,traction
10468,chattel
10469,prang
10470,Alicia Alonso
10471,Alonso
10472,Balanchine
10473,George Balanchine
10474,Baryshnikov
10475,Mikhail Baryshnikov
10476,Cunningham
10477,Merce Cunningham
10478,Agnes George de Mille
10479,Agnes de Mille
10480,de Mille
10481,Duncan
10482,Isadora Duncan
10483,Dame Margot Fonteyn
10484,Fonteyn
10485,Jamison
10486,Judith Jamison
10487,Karsavina
10488,Tamara Karsavina
10489,Dame Alicia Markova
10490,Lilian Alicia Marks
10491,Markova
10492,Leonid Fyodorovich Myasin
10493,Leonide Fedorovitch Massine
10494,Massine
10495,Nijinsky
10496,Vaslav Nijinsky
10497,Waslaw Nijinsky
10498,Nureyev
10499,Rudolf Nureyev
10500,Anna Pavlova
10501,Pavlova
10502,Salome
10503,Shawn
10504,Ted Shawn
10505,Maria Tallchief
10506,Tallchief
10507,Tharp
10508,Twyla Tharp
10509,Galina Sergeevna Ulanova
10510,Galina Ulanova
10511,Ulanova
10512,Gaetan Vestris
10513,Vestris
10514,Andre Eglevsky
10515,Eglevsky
10516,Bach
10517,Johann Sebastian Bach
10518,Barber
10519,Samuel Barber
10520,Bartok
10521,Bela Bartok
10522,Beethoven
10523,Ludwig van Beethoven
10524,van Beethoven
10525,Bellini
10526,Vincenzo Bellini
10527,Alban Berg
10528,Berg
10529,Berlioz
10530,Hector Berlioz
10531,Louis-Hector Berlioz
10532,Bernstein
10533,Leonard Bernstein
10534,Bizet
10535,Georges Bizet
10536,Blitzstein
10537,Marc Blitzstein
10538,Bloch
10539,Ernest Bloch
10540,Aleksandr Borodin
10541,Aleksandr Porfirevich Borodin
10542,Borodin
10543,Boulez
10544,Pierre Boulez
10545,Brahms
10546,Johannes Brahms
10547,Benjamin Britten
10548,Britten
10549,Edward Benjamin Britten
10550,Lord Britten of Aldeburgh
10551,Bruch
10552,Max Bruch
10553,Anton Bruckner
10554,Bruckner
10555,Byrd
10556,William Byrd
10557,Carlos Chavez
10558,Chavez
10559,Cherubini
10560,Luigi Cherubini
10561,Maria Luigi Carlo Zenobio Cherubini
10562,Aaron Copland
10563,Copland
10564,Arcangelo Corelli
10565,Corelli
10566,Couperin
10567,Francois Couperin
10568,Czerny
10569,Karl Czerny
10570,Claude Achille Debussy
10571,Claude Debussey
10572,Debussy
10573,Clement Philibert Leo Delibes
10574,Delibes
10575,Leo Delibes
10576,Delius
10577,Frederick Delius
10578,Donizetti
10579,Gaetano Donizetti
10580,Dowland
10581,John Dowland
10582,Dukas
10583,Paul Dukas
10584,Antonin Dvorak
10585,Dvorak
10586,Elgar
10587,Sir Edward Elgar
10588,Sir Edward William Elgar
10589,Enesco
10590,George Enescu
10591,Georges Enesco
10592,Falla
10593,Manuel de Falla
10594,Cesar Franck
10595,Franck
10596,james franck
10597,Glinka
10598,Mikhail Glinka
10599,Mikhail Ivanovich Glinka
10600,Christoph Willibald von Gluck
10601,Gluck
10602,Charles Francois Gounod
10603,Gounod
10604,George Percy Aldridge Grainger
10605,Grainger
10606,Percy Aldridge Grainger
10607,Percy Grainger
10608,Edvard Grieg
10609,Edvard Hagerup Grieg
10610,Grieg
10611,Fromental Halevy
10612,Halevy
10613,Jacques Francois Fromental Elie Halevy
10614,Georg Friedrich Handel
10615,George Frederick Handel
10616,George Frideric Handel
10617,Handel
10618,Handy
10619,W. C. Handy
10620,William Christopher Handy
10621,Franz Joseph Haydn
10622,Haydn
10623,Joseph Haydn
10624,Hindemith
10625,Paul Hindemith
10626,Arthur Honegger
10627,Honegger
10628,Engelbert Humperdinck
10629,Humperdinck
10630,Ibert
10631,Jacques Francois Antoine Ibert
10632,Charles Edward Ives
10633,Ives
10634,Joachim
10635,Joseph Joachim
10636,Aram Kachaturian
10637,Kachaturian
10638,Jerome David Kern
10639,Jerome Kern
10640,Kern
10641,Aram Ilich Khachaturian
10642,Aram Khachaturian
10643,Khachaturian
10644,Constant Lambert
10645,Leonard Constant Lambert
10646,Lasso
10647,Orlando di Lasso
10648,Roland de Lassus
10649,Franz Lehar
10650,Lehar
10651,Franz Liszt
10652,Liszt
10653,Andrew Lloyd Webber
10654,Baron Lloyd Webber of Sydmonton
10655,Lloyd Webber
10656,Frederick Loewe
10657,Loewe
10658,Giambattista Lulli
10659,Jean Baptiste Lully
10660,Lulli
10661,Lully
10662,Edward MacDowell
10663,MacDowell
10664,Gustav Mahler
10665,Mahler
10666,Jules Emile Frederic Massenet
10667,Massenet
10668,Felix Mendelssohn
10669,Jakob Ludwig Felix Mendelssohn-Bartholdy
10670,Mendelssohn
10671,Gian Carlo Menotti
10672,Menotti
10673,Giacomo Meyerbeer
10674,Jakob Liebmann Beer
10675,Meyerbeer
10676,Darius Milhaud
10677,Milhaud
10678,Claudio Monteverdi
10679,Monteverdi
10680,Mozart
10681,Wolfgang Amadeus Mozart
10682,Modest Moussorgsky
10683,Modest Mussorgsky
10684,Modest Petrovich Moussorgsky
10685,Modest Petrovich Mussorgsky
10686,Moussorgsky
10687,Mussorgsky
10688,Carl August Nielsen
10689,Carl Nielsen
10690,Nielsen
10691,Jacques Offenbach
10692,Offenbach
10693,Giovanni Pierluigi da Palestrina
10694,Palestrina
10695,Piston
10696,Walter Piston
10697,Francis Poulenc
10698,Poulenc
10699,Prokofiev
10700,Sergei Sergeyevich Prokofiev
10701,Giacomo Puccini
10702,Puccini
10703,Henry Purcell
10704,Purcell
10705,Rachmaninoff
10706,Rachmaninov
10707,Sergei Rachmaninoff
10708,Sergei Rachmaninov
10709,Sergei Vasilievich Rachmaninoff
10710,Sergei Vasilievich Rachmaninov
10711,Jean-Philippe Rameau
10712,Rameau
10713,Maurice Ravel
10714,Ravel
10715,Reich
10716,Stephen Michael Reich
10717,Steve Reich
10718,Ottorino Respighi
10719,Respighi
10720,Nikolai Andreyevich Rimski-Korsakov
10721,Nikolai Andreyevich Rimsky-Korsakov
10722,Rimski-Korsakov
10723,Rimsky-Korsakov
10724,Richard Rodgers
10725,Rodgers
10726,Romberg
10727,Sigmund Romberg
10728,Giloacchino Antonio Rossini
10729,Rossini
10730,Charles Camille Saint-Saens
10731,Saint-Saens
10732,Erik Alfred Leslie Satie
10733,Erik Satie
10734,Satie
10735,Artur Schnabel
10736,Schnabel
10737,Franz Peter Schubert
10738,Franz Schubert
10739,Franz Seraph Peter Schubert
10740,Schubert
10741,Robert Alexander Schumann
10742,Robert Schumann
10743,Schumann
10744,Clara Josephine Schumann
10745,Aleksandr Nikolayevich Scriabin
10746,Aleksandr Scriabin
10747,Scriabin
10748,Andres Segovia
10749,Segovia
10750,Roger Huntington Sessions
10751,Roger Sessions
10752,Sessions
10753,Dmitri Dmitrievich Shostakovich
10754,Dmitri Shostakovich
10755,Shostakovich
10756,Jean Sibelius
10757,Johan Julius Christian Sibelius
10758,Sibelius
10759,Bedrich Smetana
10760,Smetana
10761,Sondheim
10762,Stephen Sondheim
10763,John Philip Sousa
10764,March King
10765,Sousa
10766,Johann Strauss
10767,Strauss
10768,Strauss the Elder
10769,Strauss the Younger
10770,Richard Strauss
10771,Igor Fyodorovich Stravinsky
10772,Igor Stravinsky
10773,Stravinsky
10774,Peter Ilich Tchaikovsky
10775,Peter Tchaikovsky
10776,Pyotr Ilych Tchaikovsky
10777,Pyotr Tchaikovsky
10778,Tchaikovsky
10779,Georg Philipp Telemann
10780,Telemann
10781,Edgar Varese
10782,Varese
10783,Ralph Vaughan Williams
10784,Vaughan Williams
10785,Giuseppe Verdi
10786,Guiseppe Fortunino Francesco Verdi
10787,Verdi
10788,Heitor Villa-Lobos
10789,Villa-Lobos
10790,Antonio Lucio Vivaldi
10791,Antonio Vivaldi
10792,Vivaldi
10793,Richard Wagner
10794,Wagner
10795,Wilhelm Richard Wagner
10796,Otto_Wagner
10797,Kurt Weill
10798,Weill
10799,Carmichael
10800,Hoagland Howard Carmichael
10801,Hoagy Carmichael
10802,Cohan
10803,George M. Cohan
10804,George Michael Cohan
10805,Antoine Domino
10806,Domino
10807,Fats Domino
10808,Foster
10809,Stephen Collins Foster
10810,Stephen Foster
10811,Guthrie
10812,Woodrow Wilson Guthrie
10813,Woody Guthrie
10814,Buddy Holly
10815,Charles Hardin Holley
10816,Holly
10817,John Lennon
10818,Lennon
10819,McCartney
10820,Paul McCartney
10821,Sir James Paul McCartney
10822,Gropius
10823,Walter_Gropius
10824,Horta
10825,Victor_Horta
10826,Jenny
10827,William_Le_Baron_Jenny
10828,Kahn
10829,Louis_Isadore_Kahn
10830,Henri_Labrouste
10831,Labrouste
10832,Benjamin_Henry_Latrobe
10833,Latrobe
10834,Charles_Edouard_Jeanneret
10835,Le_Corbusier
10836,Charles_L'Enfant
10837,L'Enfant
10838,Pierre_Charles_L'Enfant
10839,Adolf_Loos
10840,Loos
10841,Lutyens
10842,Sir_Edwin_Landseer_Luytens
10843,Sir_Edwin_Lutyens
10844,Francois_Mansart
10845,Mansart
10846,Charles_Follen_McKim
10847,McKim
10848,Erich_Mendelsohn
10849,Mendelsohn
10850,Ludwig_Mies_Van_Der_Rohe
10851,Mies_Van_Der_Rohe
10852,Mills
10853,Robert_Mills
10854,Nervi
10855,Pier_Luigi_Nervi
10856,Andrea_Palladio
10857,Palladio
10858,Joseph_Paxton
10859,Paxton
10860,Sir_Joseph_Paxton
10861,I._M._Pei
10862,Ieoh_Ming_Pei
10863,Pei
10864,Augustus_Welby_Northmore_Pugin
10865,Pugin
10866,Eero_Saarinen
10867,Saarinen
10868,Eliel_Saarinen
10869,Jacques_Germain_Soufflot
10870,Soufflot
10871,Albert_Speer
10872,Speer
10873,Strickland
10874,William_Strickland
10875,Kenzo_Tange
10876,Tange
10877,Thornton
10878,William_Thornton
10879,Ithiel_Town
10880,Town
10881,Richard_Upjohn
10882,Upjohn
10883,John_Vanbrugh
10884,Sir_John_Vanbrigh
10885,Vanbrugh
10886,Henri_Clemens_van_de_Velde
10887,Henri_van_de_Velde
10888,van_de_Velde
10889,Robert_Charles_Venturi
10890,Robert_Venturi
10891,Venturi
10892,Sir_Christopher_Wren
10893,Wren
10894,Andrew_Jackson_Downing
10895,Downing
10896,Andre_Le_Notre
10897,Le_Notre
10898,Frederick_Law_Olmsted
10899,Olmsted
10900,Calvert_Vaux
10901,Vaux
10902,Bayard
10903,Chevalier_de_Bayard
10904,Pierre_Terrail
10905,Pierre_de_Terrail
10906,Seigneur_de_Bayard
10907,Borgia
10908,Cesare_Borgia
10909,Kosciusko
10910,Kosciuszko
10911,Tadeusz_Andrzej_Bonawentura_Kosciuszko
10912,Thaddeus_Kosciusko
10913,Mehemet_Ali
10914,Mohammed_Ali
10915,Muhammad_Ali
10916,Juan_Domingo_Peron
10917,Peron
10918,Tancred
10919,Uriah
10920,lumang tipan
10921,golden_calf
10922,Dead_Sea_scrolls
10923,Book_of_Genesis
10924,Genesis
10925,Book_of_Exodus
10926,Exodus
10927,Book_of_Leviticus
10928,Leviticus
10929,Book_of_Numbers
10930,Numbers
10931,Book_of_Joshua
10932,Joshua
10933,Josue
10934,Book_of_Judges
10935,Judges
10936,Paralipomenon
10937,Book_of_Ezra
10938,Ezra
10939,Book_of_Nehemiah
10940,Nehemiah
10941,Book_of_Job
10942,Job
10943,Book_of_Proverbs
10944,Proverbs
10945,Canticle_of_Canticles
10946,Canticles
10947,Song_of_Solomon
10948,Song_of_Songs
10949,Book_of_Isaiah
10950,Isaiah
10951,Book_of_Jeremiah
10952,Jeremiah
10953,Book_of_Ezekiel
10954,Ezechiel
10955,Ezekiel
10956,Book_of_Hosea
10957,Hosea
10958,Book_of_Joel
10959,Joel
10960,Book_of_Jonah
10961,Jonah
10962,jinx
10963,Book_of_Micah
10964,Micah
10965,Micheas
10966,Book_of_Nahum
10967,Nahum
10968,Book_of_Habakkuk
10969,Habacuc
10970,Habakkuk
10971,Septuagint
10972,Laws
10973,Pentateuch
10974,Torah
10975,Fall_of_Man
10976,manna
10977,manna_from_heaven
10978,miraculous_food
10979,Sodom
10980,Gomorrah
10981,Gomorrha
10982,Eve
10983,Cain
10984,Ham
10985,Haman
10986,Jacob
10987,Japheth
10988,Lot
10989,Lot's_wife
10990,Shem
10991,Simeon
10992,Bathsheba
10993,Benjamin
10994,Daniel
10995,Delilah
10996,Esau
10997,Goliath
10998,Ezekias
10999,Hezekiah
11000,Isaac
11001,Ishmael
11002,Issachar
11003,Jeroboam
11004,Jeroboam_I
11005,Judah
11006,Methuselah
11007,Nebuchadnezzar
11008,Nebuchadnezzar_II
11009,Nebuchadrezzar
11010,Nebuchadrezzar_II
11011,Nimrod
11012,Rachel
11013,Rebecca
11014,Rebekah
11015,Reuben
11016,Samson
11017,Samuel
11018,Sarah
11019,Saul
11020,Solomon
11021,burning_bush
11022,fire_and_brimstone
11023,stacte
11024,antiperspirant
11025,bath oil
11026,bath salts
11027,kosmetik
11028,ointment
11029,deodorant
11030,hair oil
11031,hair spray
11032,pulbo
11033,shaving cream
11034,shaving foam
11035,abraham
11036,ibrahim
11037,noah
11038,elijah
11039,tagapagsalba
11040,tagasagip
11041,christ
11042,jesus
11043,tagapagliktas
11044,jesus christ
11045,jesus of nazareth
11046,the nazarene
11047,good shepherd
11048,hesus
11049,kristo
11050,hesukristo
11051,hesus ng nazareth
11052,malachi
11053,malachias
11054,book of malachi
11055,manes
11056,mahomet
11057,mahound
11058,mohammad
11059,mohammed
11060,muhammad
11061,mormon
11062,latter-day saint
11063,benedict XIV
11064,prospero lambertini
11065,benedict XV
11066,giacomo della chiesa
11067,benedetto caetani
11068,boniface viii
